"","dayindex","dayofyear","day","year","mo","temp","dewp","NUM_COLLISIONS"
"3773",3773,121,1,2023,5,54.5,50.1,0.317204301075269
"3774",3774,122,2,2023,5,51.5,45.9,0.225806451612903
"3775",3775,123,3,2023,5,50.8,45.5,0.32258064516129
"3776",3776,124,4,2023,5,46.4,41.2,0.456989247311828
"3777",3777,125,5,2023,5,48.3,40.9,0.532258064516129
"3778",3778,126,6,2023,5,55.1,43.8,0.774193548387097
"3779",3779,127,7,2023,5,57.6,45.8,0.478494623655914
"3780",3780,128,1,2023,5,58.6,51.5,0.526881720430108
"3781",3781,129,2,2023,5,52.7,37.5,0.516129032258065
"3782",3782,130,3,2023,5,51.4,41.3,0.349462365591398
"3783",3783,131,4,2023,5,57.5,48.1,0.467741935483871
"3784",3784,132,5,2023,5,59.4,51,0.897849462365591
"3785",3785,133,6,2023,5,60.4,52.9,0.516129032258065
"3786",3786,134,7,2023,5,52.9,39.8,0.467741935483871
"3787",3787,135,1,2023,5,54.8,43.6,0.338709677419355
"3788",3788,136,2,2023,5,57.3,51.1,0.451612903225806
"3789",3789,137,3,2023,5,54.2,43.3,0.688172043010753
"3790",3790,138,4,2023,5,48.8,26.5,0.634408602150538
"3791",3791,139,5,2023,5,52.5,43.2,0.596774193548387
"3792",3792,140,6,2023,5,57.3,54.7,0.526881720430108
"3793",3793,141,7,2023,5,59.9,56.6,0.435483870967742
"3794",3794,142,1,2023,5,55.9,49.1,0.451612903225806
"3795",3795,143,2,2023,5,51.6,42.2,0.365591397849462
"3796",3796,144,3,2023,5,48.2,44.4,0.387096774193548
"3797",3797,145,4,2023,5,55.1,46,0.505376344086022
"3798",3798,146,5,2023,5,56.4,45,0.505376344086022
"3799",3799,147,6,2023,5,56,44.7,0.526881720430108
"3800",3800,148,7,2023,5,59,50.8,0.349462365591398
"3801",3801,149,1,2023,5,59.2,49.8,0.258064516129032
"3802",3802,150,2,2023,5,51.7,44.4,0.451612903225806
"3803",3803,151,3,2023,5,55.8,51.1,0.344086021505376
"3804",3804,152,4,2023,6,60.6,56.8,0.71505376344086
"3805",3805,153,5,2023,6,60.9,59.4,0.591397849462366
"3806",3806,154,6,2023,6,54.3,52.5,0.0752688172043011
"3807",3807,155,7,2023,6,49.9,44.8,0.290322580645161
"3808",3808,156,1,2023,6,52.3,48.3,0.274193548387097
"3809",3809,157,2,2023,6,60.1,52.7,0.354838709677419
"3810",3810,158,3,2023,6,58.2,51.2,0.306451612903226
"3811",3811,159,4,2023,6,57.6,51.8,0.166666666666667
"3812",3812,160,5,2023,6,56.8,53.5,0.456989247311828
"3813",3813,161,6,2023,6,58.2,54.4,0.478494623655914
"3814",3814,162,7,2023,6,61.5,56.7,0.263440860215054
"3815",3815,163,1,2023,6,61.8,59.5,0.467741935483871
"3816",3816,164,2,2023,6,61.4,60.5,0.387096774193548
"3817",3817,165,3,2023,6,62.6,58.5,0.467741935483871
"3818",3818,166,4,2023,6,62.1,58.3,0.440860215053763
"3819",3819,167,5,2023,6,63.8,59.7,0.580645161290323
"3820",3820,168,6,2023,6,62.2,60.3,0.365591397849462
"3821",3821,169,7,2023,6,61.1,58,0.60752688172043
"3822",3822,170,1,2023,6,61.1,55,0.317204301075269
"3823",3823,171,2,2023,6,57.7,52.7,0.419354838709677
"3824",3824,172,3,2023,6,58.8,53.2,0.354838709677419
"3825",3825,173,4,2023,6,58.5,54.9,0.145161290322581
"3826",3826,174,5,2023,6,63.4,61.5,0.28494623655914
"3827",3827,175,6,2023,6,64.9,64.4,0.446236559139785
"3828",3828,176,7,2023,6,65.5,65.2,0.462365591397849
"3829",3829,177,1,2023,6,67,66.3,0.462365591397849
"3830",3830,178,2,2023,6,66.5,65.8,0.376344086021505
"3831",3831,179,3,2023,6,66.8,65.8,0.209677419354839
"3832",3832,180,4,2023,6,66.8,65.1,0.32258064516129
"3833",3833,181,5,2023,6,65.6,63.5,0.344086021505376
"3834",3834,182,6,2023,7,66.7,65.9,0.150537634408602
"3835",3835,183,7,2023,7,66.8,66.2,0.231182795698925
"3836",3836,184,1,2023,7,70.8,69.3,0.387096774193548
"3837",3837,185,2,2023,7,68.9,68,0.145161290322581
"3838",3838,186,3,2023,7,68.6,67.9,0.408602150537634
"3839",3839,187,4,2023,7,68.1,67.2,0.327956989247312
"3840",3840,188,5,2023,7,66.5,65.8,0.360215053763441
"3841",3841,189,6,2023,7,71.1,69.1,0.231182795698925
"3842",3842,190,7,2023,7,69.9,68.6,0.21505376344086
"3843",3843,191,1,2023,7,65.6,65.1,0.333333333333333
"3844",3844,192,2,2023,7,71,65.2,0.397849462365591
"3845",3845,193,3,2023,7,73,68.5,0.424731182795699
"3846",3846,194,4,2023,7,71.2,69.4,0.435483870967742
"3847",3847,195,5,2023,7,69.7,68.9,0.376344086021505
"3848",3848,196,6,2023,7,71.5,70.2,0.263440860215054
"3849",3849,197,7,2023,7,71.5,70.6,0.440860215053763
"3850",3850,198,1,2023,7,71.3,70.2,0.580645161290323
"3851",3851,199,2,2023,7,71.1,69.6,0.236559139784946
"3852",3852,200,3,2023,7,71.9,69.7,0.139784946236559
"3853",3853,201,4,2023,7,71.7,68.4,0.435483870967742
"3854",3854,202,5,2023,7,66.1,65.1,0.650537634408602
"3855",3855,203,6,2023,7,69.5,67.9,0.43010752688172
"3856",3856,204,7,2023,7,72.1,65.7,0.247311827956989
"3857",3857,205,1,2023,7,70.1,66.8,0.247311827956989
"3858",3858,206,2,2023,7,70.8,67.8,0.532258064516129
"3859",3859,207,3,2023,7,73.1,69.4,0.360215053763441
"3860",3860,208,4,2023,7,72.8,71.1,0.21505376344086
"3861",3861,209,5,2023,7,75.9,71.5,0.456989247311828
"3862",3862,210,6,2023,7,73.3,72,0.365591397849462
"3863",3863,211,7,2023,7,68.4,61.3,0.290322580645161
"3864",3864,212,1,2023,7,70.3,59.9,0.311827956989247
"3865",3865,213,2,2023,8,69.6,60.3,0.424731182795699
"3866",3866,214,3,2023,8,66.7,57.6,0.28494623655914
"3867",3867,215,4,2023,8,64.4,57.3,0.317204301075269
"3868",3868,216,5,2023,8,67.2,59.3,0.376344086021505
"3869",3869,217,6,2023,8,70.1,67.5,0.317204301075269
"3870",3870,218,7,2023,8,70.5,61.8,0.354838709677419
"3871",3871,219,1,2023,8,68.5,65.7,0.231182795698925
"3872",3872,220,2,2023,8,70.9,69.3,0.204301075268817
"3873",3873,221,3,2023,8,71.8,65.1,0.311827956989247
"3874",3874,222,4,2023,8,71.1,66.6,0.478494623655914
"3875",3875,223,5,2023,8,71.5,66.6,0.387096774193548
"3876",3876,224,6,2023,8,69.6,68,0.532258064516129
"3877",3877,225,7,2023,8,70.5,69.3,0.381720430107527
"3878",3878,226,1,2023,8,70.8,66.4,0.365591397849462
"3879",3879,227,2,2023,8,69.6,68.6,0.279569892473118
"3880",3880,228,3,2023,8,66.6,65.1,0.317204301075269
"3881",3881,229,4,2023,8,65.7,65.1,0
"3882",3882,230,5,2023,8,70.4,70,0.505376344086022
"3883",3883,231,6,2023,8,68.3,61.2,0.381720430107527
"3884",3884,232,7,2023,8,69.7,63,0.317204301075269
"3885",3885,233,1,2023,8,71.1,68.2,0.279569892473118
"3886",3886,234,2,2023,8,67.9,61.5,0.155913978494624
"3887",3887,235,3,2023,8,64.3,53.7,0.10752688172043
"3888",3888,236,4,2023,8,62.1,54.9,0.182795698924731
"3889",3889,237,5,2023,8,66.6,63.9,0.225806451612903
"3890",3890,238,6,2023,8,69.6,69.2,0.274193548387097
"3891",3891,239,7,2023,8,68.9,67,0.252688172043011
"3892",3892,240,1,2023,8,66.2,63.4,0.166666666666667
"3893",3893,241,2,2023,8,66.7,66.4,0.112903225806452
"3894",3894,242,3,2023,8,69.6,69.6,0.295698924731183
"3895",3895,243,4,2023,8,66.8,57.6,0.586021505376344
"3896",3896,244,5,2023,9,63.7,51.8,0.467741935483871
"3897",3897,245,6,2023,9,61.2,55.4,0.435483870967742
"3898",3898,246,7,2023,9,67.7,64.1,0.306451612903226
"3899",3899,247,1,2023,9,70,65.9,0.338709677419355
"3900",3900,248,2,2023,9,72.6,66.6,0.446236559139785
"3901",3901,249,3,2023,9,73.2,67.5,0.483870967741935
"3902",3902,250,4,2023,9,72.6,70.6,0.553763440860215
"3903",3903,251,5,2023,9,70.9,70.1,0.311827956989247
"3904",3904,252,6,2023,9,71.1,69.8,0.360215053763441
"3905",3905,253,7,2023,9,69,68.8,0.21505376344086
"3906",3906,254,1,2023,9,68.9,68.8,0.489247311827957
"3907",3907,255,2,2023,9,69.5,68.7,0.424731182795699
"3908",3908,256,3,2023,9,69.2,68.3,0.311827956989247
"3909",3909,257,4,2023,9,69.9,67.3,0.553763440860215
"3910",3910,258,5,2023,9,64.7,58.9,0.381720430107527
"3911",3911,259,6,2023,9,62.9,56,0.467741935483871
"3912",3912,260,7,2023,9,65.1,57.4,0.0591397849462366
"3913",3913,261,1,2023,9,64.8,63.2,0.413978494623656
"3914",3914,262,2,2023,9,65.9,62,0.446236559139785
"3915",3915,263,3,2023,9,62.2,56.7,0.451612903225806
"3916",3916,264,4,2023,9,61.5,56.3,0.43010752688172
"3917",3917,265,5,2023,9,60.6,53.8,0.440860215053763
"3918",3918,266,6,2023,9,59.5,56.4,0.295698924731183
"3919",3919,267,7,2023,9,61.2,60.6,0.413978494623656
"3920",3920,268,1,2023,9,61.6,59.6,0.182795698924731
"3921",3921,269,2,2023,9,59.7,54.6,0.376344086021505
"3922",3922,270,3,2023,9,56.7,48.7,0.489247311827957
"3923",3923,271,4,2023,9,58.5,53.9,0.559139784946237
"3924",3924,272,5,2023,9,60.3,58.2,0.623655913978495
"3925",3925,273,6,2023,9,60.7,60.3,0.247311827956989
"3926",3926,274,7,2023,10,61.1,57.5,0.231182795698925
"3927",3927,275,1,2023,10,60.7,55.8,0.39247311827957
"3928",3928,276,2,2023,10,59.5,53.5,0.596774193548387
"3929",3929,277,3,2023,10,64.8,62.5,0.440860215053763
"3930",3930,278,4,2023,10,61.3,60.6,0.473118279569892
"3931",3931,279,5,2023,10,63.3,62.2,0.564516129032258
"3932",3932,280,6,2023,10,63.6,63.2,0.365591397849462
"3933",3933,281,7,2023,10,59.4,53.1,0.123655913978495
"3935",3935,283,2,2023,10,57.7,50.2,0.43010752688172
"3936",3936,284,3,2023,10,56.6,52.8,0.419354838709677
"3937",3937,285,4,2023,10,58.5,55.6,0.387096774193548
"3938",3938,286,5,2023,10,56.9,48,0.586021505376344
"3939",3939,287,6,2023,10,55.1,46.3,0.43010752688172
"3940",3940,288,7,2023,10,53,48,0.446236559139785
"3941",3941,289,1,2023,10,54.1,46,0.478494623655914
"3942",3942,290,2,2023,10,53.8,49.9,0.381720430107527
"3943",3943,291,3,2023,10,53.4,49.6,0.268817204301075
"3944",3944,292,4,2023,10,53.9,49.3,0.60752688172043
"3945",3945,293,5,2023,10,59.4,57.4,0.741935483870968
"3946",3946,294,6,2023,10,59.5,58.2,0.446236559139785
"3947",3947,295,7,2023,10,57.4,46.9,0.327956989247312
"3948",3948,296,1,2023,10,52.8,44.3,0.435483870967742
"3949",3949,297,2,2023,10,53.8,48.2,0.32258064516129
"3950",3950,298,3,2023,10,59.5,55.4,0.478494623655914
"3951",3951,299,4,2023,10,62,58.1,0.521505376344086
"3952",3952,300,5,2023,10,60,59.1,0.419354838709677
"3953",3953,301,6,2023,10,62.7,59.7,0.82258064516129
"3954",3954,302,7,2023,10,56.8,49.8,0.241935483870968
"3955",3955,303,1,2023,10,56,54.9,0.440860215053763
"3956",3956,304,2,2023,10,49.1,38.4,0.387096774193548
"3957",3957,305,3,2023,11,43.9,35.9,0.295698924731183
"3958",3958,306,4,2023,11,42,32.6,0.161290322580645
"3959",3959,307,5,2023,11,44,33.8,0.505376344086022
"3960",3960,308,6,2023,11,56,51.5,0.198924731182796
"3961",3961,309,7,2023,11,53,48,0.188172043010753
"3962",3962,310,1,2023,11,48.4,43.7,0.403225806451613
"3963",3963,311,2,2023,11,56.2,51.5,0.193548387096774
"3964",3964,312,3,2023,11,48.1,34,0.349462365591398
"3965",3965,313,4,2023,11,45.3,37.5,0.21505376344086
"3966",3966,314,5,2023,11,49.4,39.9,0.0806451612903226
"3967",3967,315,6,2023,11,47.9,34.4,0.510752688172043
"3968",3968,316,7,2023,11,41.2,29.6,0.166666666666667
"3969",3969,317,1,2023,11,39.7,29.6,0.553763440860215
"3970",3970,318,2,2023,11,41.8,35.1,0.344086021505376
"3971",3971,319,3,2023,11,45.1,36.6,0.381720430107527
"3972",3972,320,4,2023,11,52.5,46,0.424731182795699
"3973",3973,321,5,2023,11,51.9,50.1,0.672043010752688
"3974",3974,322,6,2023,11,54.5,52.7,0.424731182795699
"3975",3975,323,7,2023,11,44.3,32.3,0.397849462365591
"3976",3976,324,1,2023,11,41.7,27.6,0.612903225806452
"3977",3977,325,2,2023,11,38.7,24.2,0.849462365591398
"3978",3978,326,3,2023,11,48.4,45,0.5
"3980",3980,328,5,2023,11,45.6,34.4,0.10752688172043
"3981",3981,329,6,2023,11,34.5,20.9,0.0483870967741935
"3982",3982,330,7,2023,11,35.5,28.8,0.0376344086021505
"3983",3983,331,1,2023,11,50.8,46.8,0.338709677419355
"3984",3984,332,2,2023,11,40.5,25.3,0.145161290322581
"3985",3985,333,3,2023,11,34.1,17.7,0.198924731182796
"3986",3986,334,4,2023,11,41.6,29.4,0.370967741935484
"3987",3987,335,5,2023,12,49.2,44.4,0.688172043010753
"3988",3988,336,6,2023,12,50.2,49.3,0.317204301075269
"3989",3989,337,7,2023,12,46.6,46,0.311827956989247
"3990",3990,338,1,2023,12,48.1,45.2,0.370967741935484
"3991",3991,339,2,2023,12,41.4,35.5,0.311827956989247
"3992",3992,340,3,2023,12,36.5,29.5,0.10752688172043
"3993",3993,341,4,2023,12,31.6,21.7,0.360215053763441
"3994",3994,342,5,2023,12,35,25.7,0.397849462365591
"3995",3995,343,6,2023,12,42.3,39,0.381720430107527
"3996",3996,344,7,2023,12,50.3,49.5,0.0752688172043011
"3997",3997,345,1,2023,12,51.6,49.7,0.5
"3998",3998,346,2,2023,12,39.5,28,0.596774193548387
"3999",3999,347,3,2023,12,44,32.5,0.333333333333333
"4000",4000,348,4,2023,12,33.8,16.6,0.413978494623656
"4001",4001,349,5,2023,12,42.4,32,0.575268817204301
"4002",4002,350,6,2023,12,46.5,37.8,0.198924731182796
"4003",4003,351,7,2023,12,46.8,42.2,0.198924731182796
"4004",4004,352,1,2023,12,54.4,53.5,0.510752688172043
"4005",4005,353,2,2023,12,46,38.9,0.370967741935484
"4006",4006,354,3,2023,12,39.1,30.8,0.440860215053763
"4007",4007,355,4,2023,12,37.1,24.8,0.440860215053763
"4008",4008,356,5,2023,12,32.2,21.6,0.650537634408602
"4009",4009,357,6,2023,12,31.8,24.6,0.0860215053763441
"4010",4010,358,7,2023,12,44.1,41.4,0.0752688172043011
"4013",4013,361,3,2023,12,45.9,45.2,0.172043010752688
"4014",4014,362,4,2023,12,52.1,52,0.381720430107527
"4015",4015,363,5,2023,12,45.5,45.3,0.327956989247312
"4016",4016,364,6,2023,12,45.2,42.8,0.139784946236559
